Strain,Replicate,Day,Area,Mean,Min,Max,,stack_position,stack,stack_size,group,run,issues,passage
287,1,12,5.759,19399.775,16889,30587,,12,4,12,p6,1,,8
264,3,12,1.039,17447.664,15786,24142,,1,5,12,p6,1,,8
264,2,12,1.181,17499.768,15927,26151,,2,5,12,p6,1,,8
264,1,12,1.118,17716.791,15978,25729,,3,5,12,p6,1,,8
Bt22,3,12,4.714,17329.539,14092,39164,,4,5,12,p6,1,,8
Bt22,2,12,3.864,16979.108,14847,28213,,5,5,12,p6,1,,8
Bt22,1,12,6.501,16826.442,13268,34043,,6,5,12,p6,1,,8
KN99,3,12,4.172,16719.991,13164,33566,,7,5,12,p6,1,,8
KN99,2,12,3.175,17045.119,15103,28171,,8,5,12,p6,1,,8
KN99,1,12,4.178,16811.801,11105,38452,,9,5,12,p6,1,,8
Ftc555,3,12,1.448,17368.051,15277,29203,,10,5,12,p6,1,,8
Ftc555,2,12,1.635,17485.912,15572,28439,,11,5,12,p6,1,,8
Ftc555,1,12,1.511,17456.905,15436,29614,,12,5,12,p6,1,,8
303,3,12,3.91,19932.906,16346,31600,,1,6,12,p6,1,,8
303,2,12,6.265,19957.079,16376,29568,,2,6,12,p6,1,,8
303,1,12,2.118,19821.55,17139,27391,,3,6,12,p6,1,,8
296,3,12,2.353,20000.072,16945,39439,,4,6,12,p6,1,,8
296,2,12,1.522,20220.597,17745,28139,,5,6,12,p6,1,,8
296,1,12,2.298,19871.692,16703,27117,,6,6,12,p6,1,,8
284,3,12,4.909,19920.785,16785,40800,,7,6,12,p6,1,,8
284,2,12,8.493,19822.936,12458,36107,,8,6,12,p6,1,,8
284,1,12,5.601,19729.998,15329,34213,,9,6,12,p6,1,,8
291,3,12,7.595,19039.647,14486,36845,,10,6,12,p6,1,,8
291,2,12,5.585,19802.761,15312,32608,,11,6,12,p6,1,,8
291,1,12,5.58,19373.813,13332,32700,,12,6,12,p6,1,,8
289,3,12,2.385,19858.94,16800,29172,,1,7,12,p6,1,,8
289,2,12,4.237,19407.13,16026,28477,,2,7,12,p6,1,,8
289,1,12,1.704,19428.48,17551,28142,,3,7,12,p6,1,,8
282,3,12,6.663,19258.336,11245,38396,,4,7,12,p6,1,,8
282,2,12,5.317,19479.934,15721,65535,,5,7,12,p6,1,,8
282,1,12,2.499,20999.029,16822,36475,,6,7,12,p6,1,,8
304,3,12,3.516,19505.25,16407,39956,,7,7,12,p6,1,,8
304,2,12,7.104,18734.926,14066,38479,,8,7,12,p6,1,,8
304,1,12,3.779,18891.908,15692,28906,,9,7,12,p6,1,,8
259,3,12,1.629,19770.921,17090,28339,,10,7,12,p6,1,,8
259,2,12,1.136,19961.237,17657,28665,,11,7,12,p6,1,,8
259,1,12,1.909,19601.454,17073,32955,,12,7,12,p6,1,,8
253,1,12,1.254,19453.585,17592,29234,,1,8,3,p6,1,,8
253,2,12,1.901,19391.661,17162,35080,,2,8,3,p6,1,,8
253,3,12,1.647,19877.421,17565,28191,,3,8,3,p6,1,,8
297,3,12,5.223,18039.259,6414,31106,,1,1,12,p6,2,,9
297,2,12,7.977,18301.058,11978,33208,,2,1,12,p6,2,,9
297,1,12,4.654,18293.393,16376,33076,,3,1,12,p6,2,,9
261,3,12,6.832,18657.673,14801,38858,,4,1,12,p6,2,,9
261,2,12,5.521,18531.437,13384,64633,,5,1,12,p6,2,,9
261,1,12,7.872,18432.025,12704,41596,,6,1,12,p6,2,,9
306,3,12,1.369,18944.855,17237,28542,,7,1,12,p6,2,,9
306,2,12,1.389,19237.856,17021,27253,,8,1,12,p6,2,,9
306,1,12,1.289,18849.233,16708,27704,,9,1,12,p6,2,,9
268,3,12,0.453,18494.055,16735,25784,,10,1,12,p6,2,,9
268,2,12,2.549,18620.103,16325,29799,,11,1,12,p6,2,,9
268,1,12,6.025,17916.266,14231,31489,,12,1,12,p6,2,,9
271,3,12,8.013,18345.053,7954,30777,,1,2,12,p6,2,,9
271,2,12,4.431,18587.337,15516,32221,,2,2,12,p6,2,,9
271,1,12,7.437,18299.737,13911,30568,,3,2,12,p6,2,,9
272,3,12,2.115,18383.18,15654,34827,,4,2,12,p6,2,,9
272,2,12,3.241,18514.582,16630,28408,,5,2,12,p6,2,,9
272,1,12,1.631,18543.929,16747,28404,,6,2,12,p6,2,,9
300,3,12,3.268,19023.046,16826,28140,,7,2,12,p6,2,,9
300,2,12,1.888,18975.795,16974,27856,,8,2,12,p6,2,,9
300,1,12,0.281,19447.439,16719,25637,,9,2,12,p6,2,,9
281,3,12,0.909,18818.745,16705,27944,,10,2,12,p6,2,,9
281,2,12,0.838,18930.505,17226,28369,,11,2,12,p6,2,,9
281,1,12,0.823,18276.595,16392,29001,,12,2,12,p6,2,,9
275,3,12,6.002,18629.247,14374,28983,,1,3,12,p6,2,,9
275,2,12,7.831,18400.959,13762,33004,,2,3,12,p6,2,,9
275,1,12,8.057,18394.066,13241,33226,,3,3,12,p6,2,,9
269,3,12,3.788,18962.573,14067,41202,,4,3,12,p6,2,,9
269,2,12,4.285,18797.127,15391,27500,,5,3,12,p6,2,,9
269,1,12,3.626,18910.142,16250,27938,,6,3,12,p6,2,,9
290,3,12,4.926,18750.558,15003,32661,,7,3,12,p6,2,,9
290,2,12,3.407,18928.666,14900,34374,,8,3,12,p6,2,,9
290,1,12,4.368,19202.928,16419,28232,,9,3,12,p6,2,,9
263,3,12,6.133,18555.13,14282,37657,,10,3,12,p6,2,,9
263,2,12,4.782,19114.633,14986,30059,,11,3,12,p6,2,,9
263,1,12,2.031,20239.888,14498,30188,,12,3,12,p6,2,,9
257,3,12,4.509,19156.733,15945,28255,,1,4,12,p6,2,,9
257,2,12,5.986,19575.728,16073,33269,,2,4,12,p6,2,,9
257,1,12,4.625,19598.821,16028,35628,,3,4,12,p6,2,,9
276,3,12,6.435,18485.517,14440,38722,,4,4,12,p6,2,,9
276,2,12,6.925,18157.548,13124,61419,,5,4,12,p6,2,,9
276,1,12,5.506,18443.306,15185,28277,,6,4,12,p6,2,,9
273,3,12,5.155,18768.83,14994,32152,,7,4,12,p6,2,,9
273,2,12,4.092,18956.861,16343,30499,,8,4,12,p6,2,,9
273,1,12,6.316,18580.006,11882,31377,,9,4,12,p6,2,,9
301,3,12,1.444,19305.435,16582,28383,,10,4,12,p6,2,,9
301,2,12,2.693,19260.701,15809,25531,,11,4,12,p6,2,,9
301,1,12,1.525,19142.431,16007,28956,,12,4,12,p6,2,,9
295,3,12,0.627,22268.416,19169,35280,,1,5,12,p6,2,,9
295,2,12,0.871,20250.319,17974,25088,,2,5,12,p6,2,,9
295,1,12,0.362,20097.91,17054,27255,,3,5,12,p6,2,,9
256,3,12,6.72,18943.65,12041,41619,,4,5,12,p6,2,,9
256,2,12,3.709,19375.045,13898,63119,,5,5,12,p6,2,,9
256,1,12,2.564,20889.064,16269,29544,,6,5,12,p6,2,,9
267,3,12,1.342,19735.214,17704,30782,,7,5,12,p6,2,,9
267,2,12,1.698,19620.266,17057,26838,,8,5,12,p6,2,,9
267,1,12,1.22,19832.361,17754,28664,,9,5,12,p6,2,,9
260,3,12,1.388,19839.731,17633,26977,,10,5,12,p6,2,,9
260,2,12,0.502,19713.731,15837,32851,,11,5,12,p6,2,,9
260,1,12,5.907,19458.577,15616,32733,,12,5,12,p6,2,,9
Ftc555,3,12,1.444,19960.194,17197,25828,,1,6,12,p6,2,,9
Ftc555,2,12,1.036,19943.164,17668,26809,,2,6,12,p6,2,,9
Ftc555,1,12,1.126,20115.6,17394,33349,,3,6,12,p6,2,,9
KN99,3,12,1.973,20054.583,16639,35944,,4,6,12,p6,2,,9
KN99,2,12,3.861,19525.463,16946,30326,,5,6,12,p6,2,,9
KN99,1,12,2.367,19557.539,17326,27673,,6,6,12,p6,2,,9
Bt22,3,12,2.847,18747.351,16902,28301,,7,6,12,p6,2,,9
Bt22,2,12,4.907,19214.19,14637,33112,,8,6,12,p6,2,,9
Bt22,1,12,7.295,18767.682,12795,31718,,9,6,12,p6,2,,9
270,3,12,7.191,19702.362,15852,30329,,10,6,12,p6,2,,9
270,2,12,4.701,19644.559,13466,28080,,11,6,12,p6,2,,9
270,1,12,4.811,19181.612,14026,34390,,12,6,12,p6,2,,9
277,3,12,1.768,19179.608,16990,27949,,1,7,12,p6,2,,9
277,2,12,1.617,18631.958,16627,27358,,2,7,12,p6,2,,9
277,1,12,1.723,18674.484,16974,27976,,3,7,12,p6,2,,9
274,3,12,4.364,18864.17,15377,38970,,4,7,12,p6,2,,9
274,2,12,4.533,19418.685,15845,64811,,5,7,12,p6,2,,9
274,1,12,6.82,18597.852,13788,36767,,6,7,12,p6,2,,9
262,3,12,3.955,18751.014,15097,32503,,7,7,12,p6,2,,9
262,2,12,2.251,18774.91,16669,33403,,8,7,12,p6,2,,9
262,1,12,4.527,18550.015,15745,27127,,9,7,12,p6,2,,9
286,3,12,2.25,18663.629,16538,28716,,10,7,12,p6,2,,9
286,2,12,3.268,18614.095,16444,28157,,11,7,12,p6,2,,9
286,1,12,3.141,18766.673,16325,28925,,12,7,12,p6,2,,9
320,1,12,8.528,19269.38,11779,27983,,1,1,12,p7,1,,6
320,2,12,8,18969.081,13069,29521,,2,1,12,p7,1,,6
320,3,12,8.534,18816.939,13574,32384,,3,1,12,p7,1,,6
314,1,12,7.047,19520.822,15365,30992,,4,1,12,p7,1,,6
314,2,12,8.549,19416.351,14204,42527,,5,1,12,p7,1,,6
314,3,12,8.429,19662.896,14895,29806,,6,1,12,p7,1,,6
328,1,12,2.93,18522.25,16486,27251,,7,1,12,p7,1,,6
328,2,12,5.444,18365.689,15037,36481,,8,1,12,p7,1,,6
328,3,12,3.464,18507.951,17622,27301,,9,1,12,p7,1,,6
325,1,12,8.354,18519.984,11925,28509,,10,1,12,p7,1,,6
325,2,12,8.186,18543.94,13980,28758,,11,1,12,p7,1,,6
325,3,12,8.414,18540.27,13498,33678,,12,1,12,p7,1,,6
KN99,1,12,5.674,17502.747,15191,27806,,1,2,12,p7,1,,6
KN99,2,12,4.289,19522.728,15445,27170,,2,2,12,p7,1,,6
KN99,3,12,4.283,19183.404,16653,27560,,3,2,12,p7,1,,6
334,1,12,2.829,17727.805,15920,27693,,4,2,12,p7,1,,6
334,2,12,2.879,17848.416,16731,27535,,5,2,12,p7,1,,6
334,3,12,3.242,17610.418,14197,26781,,6,2,12,p7,1,,6
355,1,12,7.592,17572.118,13423,29227,,7,2,12,p7,1,,6
355,2,12,7.937,17634.248,12394,29740,,8,2,12,p7,1,,6
355,3,12,8.378,17500.087,10864,32270,,9,2,12,p7,1,,6
330,1,12,7.972,17504.555,10045,33627,,10,2,12,p7,1,,6
330,2,12,6.968,17987.184,14489,30670,,11,2,12,p7,1,,6
330,3,12,8.263,17763.918,13873,32309,,12,2,12,p7,1,,6
329,1,12,5.286,18478.056,9786,31410,,1,3,12,p7,1,,6
329,2,12,2.929,18760.38,16733,27515,,2,3,12,p7,1,,6
329,3,12,4.908,18436.786,15319,25731,,3,3,12,p7,1,,6
334,1,12,2.794,18820.133,17963,28361,,4,3,12,p7,1,,6
334,2,12,1.909,19555.32,17404,28273,,5,3,12,p7,1,,6
334,3,12,3.235,19196.257,17049,26648,,6,3,12,p7,1,,6
Bt22,1,12,1.699,20057.357,17922,32092,,7,3,12,p7,1,yes,6
Bt22,2,12,3.778,19898.66,15122,28939,,8,3,12,p7,1,,6
Bt22,3,12,1.658,18668.983,17874,26394,,9,3,12,p7,1,,6
Ftc555,1,12,1.618,18959.348,17750,27060,,10,3,12,p7,1,,6
Ftc555,2,12,2.132,18723.149,17575,25198,,11,3,12,p7,1,,6
Ftc555,3,12,1.966,20087.622,17569,27503,,12,3,12,p7,1,,6
322,1,12,1.421,20186.221,18961,26387,,1,4,12,p7,1,,6
322,2,12,1.974,19856.244,18532,23215,,2,4,12,p7,1,,6
322,3,12,1.446,19547.092,18077,27886,,3,4,12,p7,1,,6
356,1,12,1.405,19029.636,17586,26014,,4,4,12,p7,1,,6
356,2,12,0.918,20791.997,18785,27638,,5,4,12,p7,1,,6
356,3,12,1.666,19873.168,17365,23677,,6,4,12,p7,1,,6
333,1,12,2.679,18810.506,17518,27474,,7,4,12,p7,1,,6
333,2,12,4.647,18538.48,17186,27986,,8,4,12,p7,1,,6
333,3,12,3.493,19808.774,18337,25403,,9,4,12,p7,1,,6
350,1,12,2.205,18914.585,17679,23128,,10,4,12,p7,1,,6
350,2,12,1.23,20309.526,17990,27802,,11,4,12,p7,1,,6
350,3,12,2.134,20380.495,16833,27218,,12,4,12,p7,1,,6
326,1,12,1.556,20012.768,18401,24744,,1,5,12,p7,1,,6
326,2,12,1.304,20799.142,18537,28423,,2,5,12,p7,1,,6
326,3,12,1.576,19642.196,18321,22975,,3,5,12,p7,1,,6
332,1,12,7.546,18601.495,15497,30043,,4,5,12,p7,1,,6
332,2,12,7.781,19189.462,15127,41243,,5,5,12,p7,1,,6
332,3,12,8.281,18956.401,15281,29334,,6,5,12,p7,1,,6
339,1,12,3.863,18582.54,15792,29628,,7,5,12,p7,1,,6
339,2,12,3.451,18953.271,17970,29635,,8,5,12,p7,1,,6
339,3,12,6.391,18971.086,15362,26811,,9,5,12,p7,1,,6
352,1,12,8.438,19282.594,13207,34559,,10,5,12,p7,1,,6
352,2,12,8.138,18999.602,13659,30012,,11,5,12,p7,1,,6
352,3,12,5.974,20602.694,15571,28678,,12,5,12,p7,1,,6
323,1,12,6.476,18727.466,14456,31118,,1,6,12,p7,1,,6
323,2,12,8.246,19020.217,14925,29543,,2,6,12,p7,1,,6
323,3,12,7.251,18872.48,15899,29086,,3,6,12,p7,1,,6
312,1,12,6.513,18798.034,15975,30417,,4,6,12,p7,1,,6
312,2,12,8.445,18952.449,14028,41273,,5,6,12,p7,1,,6
312,3,12,6.103,18757.516,15618,29547,,6,6,12,p7,1,,6
311,1,12,7.347,18271.899,13493,31297,,7,6,12,p7,1,,6
311,2,12,4.183,18446.291,14789,28466,,8,6,12,p7,1,,6
311,3,12,7.569,18592.042,10932,27831,,9,6,12,p7,1,,6
338,1,12,7.671,18612.333,10451,32295,,10,6,12,p7,1,,6
338,2,12,2.251,18372.705,17408,24736,,11,6,12,p7,1,,6
338,3,12,7.999,18810.086,11579,31280,,12,6,12,p7,1,,6
351,1,12,1.934,18137.95,17073,25752,,1,7,12,p7,1,,6
351,2,12,2.35,18107.249,16370,24710,,2,7,12,p7,1,,6
351,3,12,1.746,18463.767,17321,25793,,3,7,12,p7,1,,6
308,1,12,3.536,17515.672,15110,27639,,4,7,12,p7,1,,6
308,2,12,2.76,17947.221,16557,26887,,5,7,12,p7,1,,6
308,3,12,4.898,17614.227,14238,26682,,6,7,12,p7,1,,6
336,1,12,2.638,18477.308,17288,31107,,7,7,12,p7,1,,6
336,2,12,4.093,17894.854,15117,29381,,8,7,12,p7,1,,6
336,3,12,3.043,17832.879,15436,27506,,9,7,12,p7,1,,6
334,1,12,3.42,17623.15,16552,26152,,10,7,12,p7,1,,6
334,2,12,3.181,17541.038,16718,27508,,11,7,12,p7,1,,6
334,3,12,4.661,17533.618,14665,24750,,12,7,12,p7,1,,6
318,3,12,1.507,21165.273,20063,25501,,1,1,12,p7,2,,7
318,2,12,1.278,20571.834,19175,25357,,2,1,12,p7,2,,7
318,1,12,1.824,18492.11,17193,25602,,3,1,12,p7,2,,7
345,3,12,7.123,19371.345,14424,31372,,4,1,12,p7,2,,7
345,2,12,3.889,20602.008,18292,27478,,5,1,12,p7,2,,7
345,1,12,6.014,18397.395,14844,27473,,6,1,12,p7,2,,7
335,3,12,6.855,19529.001,7391,30830,,7,1,12,p7,2,,7
335,2,12,3.412,19400.854,18035,26674,,8,1,12,p7,2,,7
335,1,12,7.132,18597.375,11189,31095,,9,1,12,p7,2,,7
340,3,12,1.695,19955.157,18252,26480,,10,1,12,p7,2,,7
340,2,12,1.922,19542.494,18634,26776,,11,1,12,p7,2,,7
340,1,12,2.462,18051.242,16777,25718,,12,1,12,p7,2,,7
315,3,12,7.247,19343.585,13567,28618,,1,2,12,p7,2,,7
315,2,12,3.526,19302.788,16748,27718,,2,2,12,p7,2,,7
315,1,12,6.807,19405.68,16776,28776,,3,2,12,p7,2,,7
319,3,12,2.843,19386.193,18266,30577,,4,2,12,p7,2,,7
319,2,12,5.787,19666.823,16325,28918,,5,2,12,p7,2,,7
319,1,12,7.639,19735.939,16251,29633,,6,2,12,p7,2,,7
309,3,12,5.811,19733.481,16343,27263,,7,2,12,p7,2,,7
309,2,12,2.505,20236.505,8726,28192,,8,2,12,p7,2,,7
309,1,12,2.798,20165.159,18318,27932,,9,2,12,p7,2,,7
313,3,12,3.124,20260.08,17744,28427,,10,2,12,p7,2,,7
313,2,12,8.499,19718.853,7185,33078,,11,2,12,p7,2,,7
313,1,12,8.544,19534.742,13742,32382,,12,2,12,p7,2,,7
337,3,12,2.08,19883.295,18640,25769,,1,3,12,p7,2,,7
337,2,12,1.344,19752.781,18746,26857,,2,3,12,p7,2,,7
337,1,12,1.511,17570.963,16863,27911,,3,3,12,p7,2,,7
344,3,12,3.975,19620.761,16722,27541,,4,3,12,p7,2,,7
344,2,12,2.305,19532.138,18264,27103,,5,3,12,p7,2,,7
344,1,12,4.113,17369.789,16435,26813,,6,3,12,p7,2,,7
331,3,12,4.951,19503.614,17336,27664,,7,3,12,p7,2,,7
331,2,12,8.378,19547.864,14497,29671,,8,3,12,p7,2,,7
331,1,12,8.454,17538.95,11113,32267,,9,3,12,p7,2,,7
341,3,12,8.481,19825.702,8707,31833,,10,3,12,p7,2,,7
341,2,12,6.833,19643.056,13861,27978,,11,3,12,p7,2,,7
341,1,12,8.345,17537.731,8712,30100,,12,3,12,p7,2,,7
316,3,12,3.753,19861.165,16717,28452,,1,4,12,p7,2,,7
316,2,12,5.147,19619.317,16390,29115,,2,4,12,p7,2,,7
316,1,12,3.024,19090.619,16632,28042,,3,4,12,p7,2,,7
321,3,12,1.714,21028.342,19100,27279,,4,4,12,p7,2,,7
321,2,12,1.105,20936.472,18046,27110,,5,4,12,p7,2,,7
321,1,12,1.489,20324.647,18627,25904,,6,4,12,p7,2,,7
327,3,12,1.302,19714.753,18791,26695,,7,4,12,p7,2,,7
327,2,12,1.357,19616.821,18644,28148,,8,4,12,p7,2,,7
327,1,12,1.516,19754.926,17281,28464,,9,4,12,p7,2,,7
307,3,12,2.113,19943.044,18766,25758,,10,4,12,p7,2,,7
307,2,12,1.666,19910.272,18786,27011,,11,4,12,p7,2,,7
307,1,12,1.711,20004.772,18346,26148,,12,4,12,p7,2,,7
347,3,12,3.319,20190.641,15528,28804,,1,5,12,p7,2,,7
347,2,12,4.813,20050.563,16591,27141,,2,5,12,p7,2,,7
347,1,12,4.779,17553.973,15600,29830,,3,5,12,p7,2,,7
342,3,12,4.884,19384.349,16902,30245,,4,5,12,p7,2,,7
342,2,12,7.376,19438.475,16082,41807,,5,5,12,p7,2,,7
342,1,12,7.836,17562.831,13023,29620,,6,5,12,p7,2,,7
348,3,12,3.434,20343.323,16654,28270,,7,5,12,p7,2,,7
348,2,12,4.005,20413.913,16330,28611,,8,5,12,p7,2,,7
348,1,12,5.976,17251.235,14652,28054,,9,5,12,p7,2,,7
349,3,12,8.157,19386.752,14088,30963,,10,5,12,p7,2,,7
349,2,12,3.939,19321.928,17784,27237,,11,5,12,p7,2,,7
349,1,12,8.384,17392.783,12651,39519,,12,5,12,p7,2,,7
310,3,12,2.059,19487.11,18365,27708,,1,6,12,p7,2,,7
310,2,12,4.879,19500.259,16349,28880,,2,6,12,p7,2,,7
310,1,12,2.721,17450.654,16322,27561,,3,6,12,p7,2,,7
346,3,12,1.897,19607.154,18451,26776,,4,6,12,p7,2,,7
346,2,12,2.005,20969.599,18902,25536,,5,6,12,p7,2,,7
346,1,12,2.194,17519.895,16636,26961,,6,6,12,p7,2,,7
317,3,12,4.21,19963.587,16805,28907,,7,6,12,p7,2,,7
317,2,12,5.632,19315.14,15543,29001,,8,6,12,p7,2,,7
317,1,12,5.944,17384.171,12782,29527,,9,6,12,p7,2,,7
353,3,12,2.949,20368.373,15470,28782,,10,6,12,p7,2,,7
353,2,12,3.771,19333.55,16362,28340,,11,6,12,p7,2,,7
353,1,12,6.994,17198.916,13485,29145,,12,6,12,p7,2,,7
Ftc555,3,12,1.173,19813.683,18673,26497,,1,7,12,p7,2,,7
Ftc555,2,12,1.563,19824.089,18641,26441,,2,7,12,p7,2,,7
Ftc555,1,12,1.591,17648.078,16702,27682,,3,7,12,p7,2,,7
Bt22,3,12,4.815,19659.814,16532,30699,,4,7,12,p7,2,,7
Bt22,2,12,6.535,19247.712,13959,35618,,5,7,12,p7,2,,7
Bt22,1,12,6.162,17729.761,16056,30114,,6,7,12,p7,2,,7
KN99,3,12,3.092,20053.9,16444,28341,,7,7,12,p7,2,,7
KN99,2,12,4.55,19705.47,16161,29820,,8,7,12,p7,2,,7
KN99,1,12,3.944,17520.279,16548,26961,,9,7,12,p7,2,,7
324,3,12,2.351,19902.168,18480,26260,,10,7,12,p7,2,,7
324,2,12,4.222,19696.36,18197,27765,,11,7,12,p7,2,,7
324,1,12,3.74,17718.877,16648,28076,,12,7,12,p7,2,,7
136,3,12,1.908,19731.564,17433,41096,,1,1,12,p3,1,,7
136,2,12,1.876,19680.419,17503,27433,,2,1,12,p3,1,,7
136,1,12,1.744,19784.041,17313,27897,,3,1,12,p3,1,,7
126,3,12,1.344,20641.307,18272,40512,,4,1,12,p3,1,,7
126,2,12,1.634,20330.931,17633,27605,,5,1,12,p3,1,,7
126,1,12,1.389,20098.22,17443,27758,,6,1,12,p3,1,,7
153,3,12,6.697,19106.107,14567,33213,,7,1,12,p3,1,,7
153,2,12,4.751,19475.213,15928,38598,,8,1,12,p3,1,,7
153,1,12,5.856,17050.686,9094,32718,,9,1,12,p3,1,,7
110,3,12,4.827,17273.447,13097,28908,,10,1,12,p3,1,,7
110,2,12,3.638,19407.079,15603,38242,,11,1,12,p3,1,,7
110,1,12,3.041,19162.611,17071,29706,,12,1,12,p3,1,,7
KN99,3,12,5.051,20321.754,15601,42659,,1,2,12,p3,1,,7
KN99,2,12,3.743,20559.982,17055,29493,,2,2,12,p3,1,,7
KN99,1,12,3.67,19392.4,15378,33099,,3,2,12,p3,1,,7
Bt22,3,12,2.758,19605.679,16709,39846,,4,2,12,p3,1,,7
Bt22,2,12,7.999,19201.876,13568,65535,,5,2,12,p3,1,,7
Bt22,1,12,1.832,19622.544,17749,29033,,6,2,12,p3,1,,7
104,3,12,2.169,19407.763,17683,28794,,7,2,12,p3,1,,7
104,2,12,1.287,19495.733,17511,33244,,8,2,12,p3,1,,7
104,1,12,2.243,19414.437,17266,27866,,9,2,12,p3,1,,7
111,3,12,4.208,19435.258,14644,29955,,10,2,12,p3,1,,7
111,2,12,7.015,19490.722,14295,30311,,11,2,12,p3,1,,7
111,1,12,3.191,19536.773,16962,28911,,12,2,12,p3,1,,7
123,3,12,7.003,19144.953,11172,42379,,1,3,12,p3,1,,7
123,2,12,4.742,19281.776,15122,27921,,2,3,12,p3,1,,7
123,1,12,4.727,19396.075,15740,27493,,3,3,12,p3,1,,7
121,3,12,7.778,19387.403,14040,39135,,4,3,12,p3,1,,7
121,2,12,4.205,19509.875,15394,65535,,5,3,12,p3,1,,7
121,1,12,6.999,19312.348,13963,38433,,6,3,12,p3,1,,7
108,3,12,3.729,19743.948,16082,30643,,7,3,12,p3,1,,7
108,2,12,2.8,19702.569,17624,34968,,8,3,12,p3,1,,7
108,1,12,2.888,19822.406,15551,28740,,9,3,12,p3,1,,7
122,3,12,3.963,19595.042,14066,30054,,10,3,12,p3,1,,7
122,2,12,2.634,19755.631,17242,28281,,11,3,12,p3,1,,7
122,1,12,4.202,19456.446,17106,28595,,12,3,12,p3,1,,7
109,3,12,3.978,20293.817,16691,42751,,1,4,12,p3,1,,7
109,2,12,4.124,19823.746,17487,33118,,2,4,12,p3,1,,7
109,1,12,3.618,20072.119,17340,28384,,3,4,12,p3,1,,7
152,3,12,5.872,19766.581,16281,40014,,4,4,12,p3,1,,7
152,2,12,4.406,19934.251,16117,65535,,5,4,12,p3,1,,7
152,1,12,7.081,19994.059,14214,39190,,6,4,12,p3,1,,7
106,3,12,1.725,20151.835,17739,31940,,7,4,12,p3,1,,7
106,2,12,1.966,19961.393,17901,34100,,8,4,12,p3,1,,7
106,1,12,1.795,19938.907,17602,29138,,9,4,12,p3,1,,7
130,3,12,1.843,20511.744,17446,27535,,10,4,12,p3,1,,7
130,2,12,1.147,20658.725,18156,27198,,11,4,12,p3,1,,7
130,1,12,1.757,20307.298,17265,30317,,12,4,12,p3,1,,7
107,3,12,3.703,19736.373,17019,43229,,1,5,12,p3,1,,7
107,2,12,4.39,19808.667,12572,31514,,2,5,12,p3,1,,7
107,1,12,5.107,19897.557,16832,30972,,3,5,12,p3,1,,7
149,3,12,1.534,19936.554,17598,27661,,4,5,12,p3,1,,7
149,2,12,1.406,19879.182,17671,27175,,5,5,12,p3,1,,7
149,1,12,1.444,20308.253,18058,29597,,6,5,12,p3,1,,7
137,3,12,4.966,19597.247,15773,31661,,7,5,12,p3,1,,7
137,2,12,6.434,19441.03,14313,38544,,8,5,12,p3,1,,7
137,1,12,4.731,19589.478,13757,30869,,9,5,12,p3,1,,7
127,3,12,2.806,19436.896,14234,31723,,10,5,12,p3,1,,7
127,2,12,1.601,19684.714,17836,28696,,11,5,12,p3,1,,7
127,1,12,2.678,19229.905,16049,30857,,12,5,12,p3,1,,7
132,3,12,1.3,20454.849,18038,38358,,1,6,12,p3,1,,7
132,2,12,0.954,21862.936,18845,26814,,2,6,12,p3,1,,7
132,1,12,0.991,20516.174,18389,28566,,3,6,12,p3,1,,7
115,3,12,2.383,19805.406,17646,35862,,4,6,12,p3,1,,7
115,2,12,2.067,19680.412,17627,28334,,5,6,12,p3,1,,7
115,1,12,2.831,19530.42,17299,28795,,6,6,12,p3,1,,7
142,3,12,4.586,19910.874,16262,29574,,7,6,12,p3,1,,7
142,2,12,3.135,20058.034,17710,34746,,8,6,12,p3,1,,7
142,1,12,2.622,20134.535,17848,28289,,9,6,12,p3,1,,7
118,3,12,8.018,19143.621,12576,36846,,10,6,12,p3,1,,7
118,2,12,6.583,19700.905,15849,33851,,11,6,12,p3,1,,7
118,1,12,8.209,19264.754,9420,33339,,12,6,12,p3,1,,7
129,3,12,2.989,19668.236,16453,31691,,1,7,12,p3,1,,7
129,2,12,2.376,19973.527,17913,27978,,2,7,12,p3,1,,7
129,1,12,2.744,19912.209,17562,30512,,3,7,12,p3,1,,7
147,3,12,6.132,20124.606,16382,35353,,4,7,12,p3,1,,7
147,2,12,4.111,20163.97,16179,65535,,5,7,12,p3,1,,7
147,1,12,6.814,20194.639,15939,33703,,6,7,12,p3,1,,7
113,3,12,5.207,20152.1,16521,34544,,7,7,12,p3,1,,7
113,2,12,2.452,20082.993,17300,34108,,8,7,12,p3,1,,7
113,1,12,3.506,20564.169,17369,28518,,9,7,12,p3,1,,7
138,3,12,8.003,19214.856,9677,34454,,10,7,12,p3,1,,7
138,2,12,4.89,19266.766,12630,31654,,11,7,12,p3,1,,7
138,1,12,8.241,19226.134,6588,32548,,12,7,12,p3,1,,7
Ftc555,3,12,2.153,20402.992,16051,65535,,1,8,3,p3,1,,7
Ftc555,2,12,1.077,20172.712,17559,31820,,2,8,3,p3,1,,7
Ftc555,1,12,2.151,19757.028,17426,44460,,3,8,3,p3,1,,7
133,3,12,2.156,20263.973,16868,35476,,1,1,12,p3,2,,8
133,2,12,2.115,20360.614,17699,26883,,2,1,12,p3,2,,8
133,1,12,1.912,20261.148,17770,26889,,3,1,12,p3,2,,8
125,3,12,1,20460.295,18040,40810,,4,1,12,p3,2,,8
